,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Default,HighMonthlyCharges,ShortTenure
4309,6840,0,0,1,0,49.0,1,0,2,1,1,1,1,1,1,1,0,1,19.0,918.7,0,0,0
4759,1399,1,0,1,0,68.0,1,2,2,1,1,1,1,1,1,2,0,0,25.25,1728.2,0,0,0
851,4902,0,0,0,0,65.0,1,0,0,2,2,2,2,2,2,2,1,0,84.85,5459.2,0,1,0
703,7023,1,1,1,1,47.0,1,0,1,0,2,0,0,2,0,1,1,0,84.95,4018.05,0,1,0
751,4907,1,1,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,0,114.95,8196.4,0,1,0
1838,5880,1,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,0,2,47.95,47.95,0,0,1
3595,6634,0,0,1,0,50.0,1,0,2,1,1,1,1,1,1,1,1,0,19.85,943.1,0,0,0
73,2210,0,0,1,1,50.0,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,0,0,0
7002,1733,0,0,1,0,27.0,1,0,1,0,2,0,0,0,0,0,1,2,76.1,2093.4,0,1,1
3755,3073,0,1,1,0,12.0,1,0,0,2,0,2,2,2,2,1,1,2,79.2,943.85,0,1,1
2140,2813,0,0,0,0,56.0,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95,0,1,0
47,6945,0,0,1,1,17.0,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,0,0,1
6906,2023,0,0,0,0,30.0,1,2,0,0,2,2,0,2,0,1,1,1,68.95,2038.7,0,0,0
5353,6667,1,0,0,1,25.0,0,1,0,2,0,0,0,2,0,1,1,1,40.65,970.55,0,0,1
986,762,1,0,1,1,40.0,1,0,2,1,1,1,1,1,1,2,0,3,19.6,808.95,0,0,0
5230,3815,1,0,1,1,72.0,1,2,1,0,2,2,0,2,2,1,1,1,104.45,7459.0,0,1,0
2573,1552,1,0,1,1,15.0,1,0,2,1,1,1,1,1,1,2,0,3,19.35,278.85,0,0,1
2441,4502,0,1,0,0,31.0,1,0,1,2,0,0,0,0,0,0,1,1,73.55,2094.65,0,1,0
6747,1316,1,0,1,1,52.0,1,0,0,2,2,2,0,2,2,2,0,2,79.2,4016.3,0,1,0
403,1726,1,1,0,0,33.0,0,1,0,0,0,2,2,2,2,0,1,2,54.6,1803.7,0,0,0
1746,61,1,0,0,0,16.0,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,0,1,1
2889,3723,0,1,1,1,72.0,1,2,0,2,2,2,2,2,2,2,1,0,90.15,6716.45,0,1,0
2057,1372,0,0,0,0,48.0,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4946.05,0,1,0
865,3352,1,0,0,0,26.0,1,0,2,1,1,1,1,1,1,1,0,1,19.8,457.3,0,0,1
1910,690,0,0,0,0,41.0,1,2,2,1,1,1,1,1,1,1,1,3,24.85,962.25,0,0,0
2174,4544,0,0,1,0,62.0,1,0,0,2,0,2,2,2,2,2,0,3,81.0,4985.9,0,1,0
4719,9,0,0,1,1,65.0,1,2,0,2,2,2,2,2,2,2,1,3,90.45,5957.9,0,1,0
7008,3128,1,0,0,0,26.0,0,1,0,0,0,2,2,0,0,0,0,2,35.75,1022.5,0,0,1
2810,6584,0,0,1,0,60.0,1,0,0,2,2,0,2,0,0,2,0,0,59.85,3483.45,0,0,0
3171,6413,1,0,1,0,14.0,1,0,0,0,0,0,2,0,0,0,0,0,48.8,664.4,0,0,1
4802,2730,1,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,0,1,0
4835,367,1,0,1,0,54.0,1,0,0,2,2,0,0,2,2,2,1,0,74.55,4191.45,0,1,0
1722,273,1,0,1,0,72.0,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9,0,0,0
6819,1555,0,1,1,0,57.0,1,2,1,0,2,2,0,0,2,0,0,1,94.0,5438.95,0,1,0
1606,2027,1,0,1,0,46.0,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,0,1,0
5579,3931,0,0,0,0,41.0,1,0,2,1,1,1,1,1,1,0,0,2,20.45,775.6,0,0,0
6394,2652,0,0,1,1,58.0,1,0,2,1,1,1,1,1,1,2,0,1,19.55,1079.65,0,0,0
712,5907,1,1,0,0,27.0,1,2,1,0,2,0,2,2,2,1,1,0,104.65,2964.0,0,1,1
6414,2548,1,0,1,1,43.0,1,0,2,1,1,1,1,1,1,1,1,3,19.2,776.25,0,0,0
3960,4753,1,0,1,0,29.0,0,1,0,0,0,0,0,2,2,0,1,2,45.9,1332.4,0,0,0
5694,3837,1,0,0,0,5.0,1,0,1,0,2,0,0,0,0,0,1,2,74.65,383.65,0,1,1
6993,1142,0,0,1,1,23.0,1,2,0,0,2,0,2,2,0,0,1,1,69.5,1652.1,0,0,1
5681,6419,1,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,0,0,1
2577,6457,0,0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1753.0,0,0,0
1578,3525,1,0,1,1,47.0,1,0,1,2,2,2,0,0,2,1,1,2,96.1,4391.45,0,1,0
2631,3205,0,0,1,0,60.0,0,1,0,2,2,2,0,0,2,1,0,2,50.05,2911.5,0,0,0
688,5147,0,1,0,0,40.0,1,2,1,0,0,2,2,2,2,1,1,1,103.75,4188.4,0,1,0
2670,5789,1,1,1,0,33.0,1,0,1,2,2,0,2,0,2,1,1,2,93.55,3055.5,0,1,0
4841,396,0,0,0,0,25.0,1,2,0,2,2,2,2,2,0,0,1,0,78.35,1837.9,0,1,1
6693,38,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,2,0,0,20.3,224.5,0,0,1
4646,6962,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,3,24.4,24.4,0,0,1
179,4180,0,0,0,0,32.0,1,0,2,1,1,1,1,1,1,1,0,0,20.55,654.55,0,0,0
1601,5195,0,0,1,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,70.35,120.25,0,0,1
591,3179,1,0,0,0,52.0,1,0,0,2,2,0,0,2,0,2,1,1,63.25,3342.45,0,0,0
4578,4853,1,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,2,20.55,1432.55,0,0,0
4250,6770,1,0,1,1,63.0,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1275.85,0,0,0
4775,5500,0,0,1,1,6.0,1,0,2,1,1,1,1,1,1,1,0,3,19.7,94.45,0,0,1
2848,6583,0,0,1,1,52.0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1070.5,0,0,0
5163,5741,1,0,0,0,72.0,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1777.6,0,0,0
2872,5138,0,0,0,0,24.0,1,0,2,1,1,1,1,1,1,1,0,1,20.45,527.35,0,0,1
4976,853,0,0,0,0,18.0,1,0,2,1,1,1,1,1,1,0,1,3,19.55,389.25,0,0,1
2743,1613,0,0,1,1,43.0,1,0,0,2,0,2,0,2,2,2,0,0,75.2,3254.35,0,1,0
1068,5076,1,0,0,0,10.0,1,0,0,2,0,0,2,2,0,0,0,0,62.25,612.95,0,0,1
1395,5693,0,0,1,1,72.0,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4888.2,0,0,0
6206,4567,0,1,0,0,5.0,1,0,1,2,2,0,0,0,0,0,0,2,80.7,374.8,0,1,1
209,6450,1,0,0,0,44.0,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95,0,0,0
1641,945,0,0,0,0,48.0,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,0,0,0
6214,2382,1,0,0,0,29.0,0,1,0,0,0,0,0,0,0,1,1,3,24.85,788.05,0,0,0
3897,2688,0,0,0,0,17.0,1,0,2,1,1,1,1,1,1,0,0,1,19.7,340.35,0,0,1
6937,314,1,0,0,0,10.0,1,0,0,0,0,0,0,0,2,0,1,0,56.75,503.25,0,0,1
662,5552,1,0,1,0,45.0,1,0,0,2,2,2,0,2,2,1,0,0,78.8,3597.5,0,1,0
1898,2416,1,0,0,1,16.0,1,2,0,2,2,0,0,0,2,0,1,2,69.1,1083.7,0,0,1
6407,6009,0,0,1,1,54.0,1,2,0,0,2,2,0,0,0,2,1,0,59.8,3246.45,0,0,0
437,1475,1,0,0,0,2.0,1,0,0,2,0,2,0,0,0,0,0,2,53.45,119.5,0,0,1
13,5278,1,0,0,0,16.0,1,0,2,1,1,1,1,1,1,2,0,1,18.95,326.8,0,0,1
399,2771,0,1,1,0,42.0,1,2,1,0,0,0,0,2,2,0,1,2,95.05,3944.5,0,1,0
1140,1208,0,1,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,0,114.65,8333.95,0,1,0
3076,6491,1,0,1,1,47.0,1,2,0,2,2,2,2,2,2,2,1,3,90.5,4318.35,0,1,0
1129,6208,1,0,0,0,12.0,1,0,0,0,2,0,0,0,0,0,1,0,49.05,593.05,0,0,1
3682,4719,0,0,0,0,1.0,0,1,0,0,0,0,2,0,0,0,0,3,30.55,30.55,0,0,1
1175,6434,1,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,0,1,0
3182,1225,1,0,1,1,72.0,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3527.0,0,0,0
6699,3147,1,0,1,1,8.0,1,2,0,2,2,0,2,0,2,2,1,1,76.15,645.8,0,1,1
1251,6609,0,0,1,1,45.0,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9,0,1,0
3966,5255,0,0,0,0,8.0,0,1,0,0,2,0,0,0,0,0,1,3,29.25,226.95,0,0,1
2869,1071,1,0,0,0,4.0,1,0,0,0,2,0,2,2,0,0,1,0,63.75,226.2,0,0,1
4028,1145,1,0,0,0,42.0,1,0,2,1,1,1,1,1,1,1,0,0,19.8,849.9,0,0,0
5118,6515,0,0,1,1,71.0,1,2,1,2,2,2,2,2,2,2,0,1,113.65,8166.8,0,1,0
1283,3313,1,0,1,1,36.0,0,1,0,2,0,2,2,2,2,1,0,1,60.7,2234.55,0,0,0
5699,673,0,0,1,0,33.0,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1758.9,0,0,0
2593,4080,0,0,0,0,8.0,1,0,0,0,0,0,2,0,0,0,0,2,49.4,408.25,0,0,1
2901,6694,1,0,0,0,13.0,1,0,2,1,1,1,1,1,1,1,1,2,19.95,253.8,0,0,1
2671,5962,1,0,0,1,66.0,1,0,0,0,2,2,2,2,2,2,1,1,79.5,5196.1,0,1,0
4737,715,0,0,1,1,71.0,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1397.3,0,0,0
2798,2739,1,0,0,0,4.0,1,2,1,2,0,0,0,0,0,0,1,2,80.1,336.15,0,1,1
6655,4130,0,0,0,0,6.0,1,0,2,1,1,1,1,1,1,0,0,3,20.2,123.65,0,0,1
264,3551,0,1,1,0,29.0,0,1,0,2,0,2,0,0,2,0,1,2,45.0,1228.65,0,0,0
6266,5156,1,0,1,1,62.0,1,0,2,1,1,1,1,1,1,2,0,0,20.45,1297.35,0,0,0
571,4937,1,0,1,1,15.0,1,0,1,2,0,0,2,2,2,1,0,2,101.9,1667.25,0,1,1
811,5229,1,0,0,0,18.0,1,0,0,0,0,2,2,0,0,0,0,1,55.2,1058.1,0,0,1
364,6920,1,0,1,1,42.0,1,2,1,2,0,0,0,2,2,1,0,2,97.1,4016.75,0,1,0
1846,6315,0,0,1,0,56.0,1,2,2,1,1,1,1,1,1,1,0,2,24.3,1261.7,0,0,0
6118,848,1,0,0,0,21.0,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1570.7,0,1,1
3386,6265,0,0,0,0,41.0,1,0,0,2,0,2,2,2,2,1,1,0,79.85,3320.75,0,1,0
1004,2257,1,0,0,0,2.0,1,0,0,0,0,0,2,2,2,0,0,2,70.3,132.4,0,0,1
5548,4705,0,1,0,0,14.0,1,0,1,2,2,0,0,0,0,0,0,2,78.85,1043.8,0,1,1
1867,356,0,1,0,0,52.0,0,1,0,0,2,2,2,2,0,0,1,2,50.5,2566.3,0,0,0
2685,4966,1,0,1,1,71.0,1,0,0,2,2,2,2,2,2,2,0,0,85.45,6029.9,0,1,0
2799,3797,0,0,0,0,28.0,1,0,0,2,2,0,0,0,0,0,0,2,56.05,1522.65,0,0,1
1409,1323,0,0,0,0,35.0,1,2,2,1,1,1,1,1,1,2,0,0,23.3,797.1,0,0,0
175,5426,1,0,1,0,43.0,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,0,1,0
3441,290,1,0,0,0,25.0,1,0,2,1,1,1,1,1,1,1,1,0,19.5,516.3,0,0,1
65,295,0,0,1,0,47.0,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,0,1,0
6727,3888,0,1,1,0,67.0,1,2,1,2,0,2,0,2,2,1,1,1,107.05,7142.5,0,1,0
6343,1411,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,0,0,1
2389,1757,1,1,1,0,48.0,1,2,1,0,0,2,0,0,2,0,1,1,91.05,4370.75,0,1,0
4146,5981,0,1,0,0,35.0,0,1,0,0,0,2,0,2,0,0,1,2,39.85,1434.6,0,0,0
3210,2680,0,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,0,117.6,8308.9,0,1,0
6833,1348,0,0,1,1,8.0,1,0,2,1,1,1,1,1,1,2,0,3,19.05,201.7,0,0,1
4559,3021,1,0,0,0,20.0,1,0,1,2,2,2,2,2,2,0,1,0,108.2,2203.7,0,1,1
4,5524,1,0,0,0,45.0,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1840.75,0,0,0
5240,2997,1,0,0,0,9.0,1,2,1,2,0,0,0,0,0,0,1,2,81.15,784.45,0,1,1
4583,5504,0,0,0,0,10.0,1,0,0,0,0,0,2,0,2,0,1,3,60.95,629.55,0,0,1
3022,969,0,0,1,1,18.0,1,0,0,2,2,0,2,0,0,1,1,3,61.5,1087.45,0,0,1
6585,5459,0,0,1,1,49.0,1,0,0,0,2,2,0,2,2,1,0,1,78.0,3824.2,0,1,0
4566,6615,0,0,1,1,8.0,1,2,0,0,2,0,0,0,0,0,0,2,55.75,446.8,0,0,1
2067,5663,0,0,0,0,66.0,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1683.6,0,0,0
850,286,0,0,1,1,15.0,1,0,2,1,1,1,1,1,1,1,0,3,20.55,295.95,0,0,1
5921,3666,0,0,0,0,72.0,1,2,1,2,2,2,2,2,2,2,1,1,112.75,8192.6,0,1,0
4155,104,1,1,1,0,7.0,1,0,1,0,0,0,0,2,2,0,1,2,89.0,605.45,0,1,1
6712,1680,0,1,1,0,72.0,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1937.4,0,0,0
3098,6987,1,0,0,1,28.0,1,0,0,0,2,0,2,0,0,1,1,1,54.4,1516.6,0,0,1
1321,6882,1,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,1,3,19.95,147.5,0,0,1
2527,448,1,0,1,1,53.0,1,2,0,0,0,2,2,2,2,1,1,3,78.75,3942.45,0,1,0
5374,6939,0,0,0,0,34.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,673.2,0,0,0
5981,4897,1,0,0,0,29.0,0,1,0,0,2,0,2,0,0,0,0,2,34.3,1004.75,0,0,0
1723,5168,0,0,0,0,17.0,1,0,2,1,1,1,1,1,1,1,0,0,19.9,323.15,0,0,1
1907,1311,1,0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,1,1,90.6,6441.85,0,1,0
316,5165,0,0,0,0,22.0,1,0,1,2,0,0,2,0,2,0,1,2,89.05,1886.25,0,1,1
1295,2170,1,1,1,0,72.0,1,2,0,2,2,2,0,2,2,2,0,1,84.45,5899.85,0,1,0
317,1067,0,0,0,0,43.0,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4895.1,0,1,0
4597,1276,0,0,1,1,39.0,1,2,2,1,1,1,1,1,1,1,1,3,24.2,914.6,0,0,0
707,1198,1,0,0,0,29.0,1,2,1,0,0,0,0,0,2,0,1,2,84.9,2516.2,0,1,0
6735,881,1,0,1,1,15.0,1,0,2,1,1,1,1,1,1,1,0,3,19.65,332.65,0,0,1
3665,1547,1,0,0,0,7.0,0,1,0,0,0,2,2,0,0,1,1,1,35.5,249.55,0,0,1
3921,3966,1,0,1,1,2.0,1,0,1,0,0,0,0,0,0,0,0,3,69.95,143.9,0,0,1
7019,6377,1,0,0,0,41.0,1,2,1,0,2,0,0,2,0,0,1,2,89.2,3645.75,0,1,0
6259,6990,0,0,1,0,60.0,1,0,1,2,0,0,2,2,2,2,1,2,97.2,5611.75,0,1,0
6303,5217,1,0,1,1,46.0,1,2,1,0,2,0,0,0,0,0,1,0,80.0,3769.7,0,1,0
4181,3270,1,0,1,1,18.0,1,0,2,1,1,1,1,1,1,1,0,0,19.8,342.3,0,0,1
6859,6818,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,32.7,0,0,1
4269,6224,0,1,0,0,46.0,1,2,1,0,2,2,0,2,2,0,1,2,104.45,4863.85,0,1,0
4284,6222,1,0,1,1,25.0,1,2,2,1,1,1,1,1,1,0,1,0,25.4,546.85,0,0,1
3394,6760,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0,1,1
5610,5703,1,0,1,1,10.0,1,0,0,0,0,2,0,2,0,0,0,3,60.2,563.5,0,0,1
2606,5481,0,0,1,1,72.0,1,2,1,0,2,2,2,0,2,2,1,0,98.65,7129.45,0,1,0
4673,1213,0,0,0,1,2.0,1,0,0,2,0,0,0,0,2,0,1,1,61.2,125.95,0,0,1
2405,3620,0,0,0,1,9.0,1,0,1,2,0,2,2,0,2,0,0,0,93.0,870.25,0,1,1
6846,5831,1,0,0,0,5.0,1,0,0,2,0,0,2,0,0,0,1,3,55.75,266.95,0,0,1
2133,796,1,0,1,1,41.0,1,2,0,2,2,2,0,2,0,0,1,1,74.55,3023.55,0,1,0
6008,2654,0,0,1,0,71.0,1,2,0,2,2,2,2,2,2,2,0,1,93.2,6506.15,0,1,0
4013,510,0,0,1,1,51.0,0,1,0,0,0,2,2,2,2,1,1,2,56.15,2898.95,0,0,0
3474,6606,0,1,0,0,15.0,1,0,1,0,0,0,0,2,2,0,1,2,91.5,1400.3,0,1,1
3342,572,0,0,0,0,7.0,1,2,1,0,0,0,0,0,0,0,1,2,75.35,564.65,0,1,1
5214,1242,1,0,1,0,72.0,1,2,1,2,2,0,2,2,2,2,1,1,109.95,7852.4,0,1,0
4899,364,1,1,1,0,57.0,1,2,0,0,2,2,0,2,0,1,1,1,71.1,4140.1,0,1,0
4893,3063,1,0,0,0,44.0,1,0,1,2,2,2,0,2,2,1,1,2,106.05,4510.8,0,1,0
3551,5815,1,0,1,0,71.0,1,2,0,2,0,2,2,2,2,2,0,2,83.2,6126.1,0,1,0
4131,2610,1,0,1,1,6.0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,122.9,0,0,1
4265,3731,1,0,1,1,42.0,1,0,0,0,0,2,2,2,2,1,0,2,73.15,3088.25,0,1,0
4196,1366,0,0,1,0,63.0,1,2,1,0,2,2,2,2,2,0,1,2,108.75,6871.7,0,1,0
2349,6888,0,1,0,0,14.0,0,1,0,2,0,2,2,0,0,2,0,3,39.7,692.35,0,0,1
5791,6106,0,0,1,0,72.0,1,2,0,2,0,2,2,2,2,2,1,1,84.4,6096.45,0,1,0
2487,6743,0,0,1,0,2.0,1,0,0,0,0,0,0,0,0,0,1,2,45.0,89.75,0,0,1
5765,3189,1,1,1,0,16.0,1,0,1,0,0,2,2,0,2,0,1,2,91.55,1540.05,0,1,1
3023,2917,1,1,0,0,67.0,1,2,2,1,1,1,1,1,1,2,0,1,25.1,1672.15,0,0,0
2098,3937,1,0,0,1,10.0,1,2,2,1,1,1,1,1,1,0,0,1,24.8,223.9,0,0,1
1729,5240,0,0,1,0,3.0,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,0,1,1
4882,3500,0,0,0,0,30.0,1,0,0,2,2,2,2,2,0,1,0,1,74.65,2308.6,0,1,0
1182,2037,0,0,0,0,46.0,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3593.8,0,1,0
5992,757,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,2,0,3,20.35,20.35,0,0,1
2115,2625,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,2,20.2,65.95,0,0,1
5538,6524,0,1,0,0,21.0,1,2,1,0,0,0,0,2,2,0,1,0,95.4,2025.1,0,1,1
579,4271,0,1,1,0,28.0,1,2,1,0,2,2,2,2,2,0,1,2,110.85,3204.4,0,1,1
3508,6907,1,0,0,0,66.0,1,2,1,0,2,0,2,2,2,1,1,2,104.25,6860.6,0,1,0
3709,2952,0,0,1,1,68.0,1,2,0,2,2,2,0,2,0,1,1,1,73.0,5163.0,0,1,0
2768,1538,1,0,1,1,64.0,1,0,1,2,2,0,0,0,0,0,0,2,81.05,5135.35,0,1,0
6737,4009,0,0,0,0,24.0,1,2,1,0,0,0,2,0,2,0,1,2,89.55,2259.35,0,1,1
2977,6630,1,0,1,1,72.0,0,1,0,2,2,2,2,2,2,2,1,1,65.25,4478.85,0,0,0
2070,3636,0,0,0,0,34.0,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2896.6,0,1,0
5569,2123,1,0,0,0,35.0,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1924.1,0,0,0
2087,2427,1,0,0,1,21.0,1,2,2,1,1,1,1,1,1,0,0,3,24.7,467.15,0,0,1
3065,5033,1,0,1,0,25.0,0,1,0,0,0,2,0,2,0,1,1,1,38.1,970.4,0,0,1
5931,937,1,0,0,0,6.0,1,0,0,2,0,2,2,2,2,0,0,1,78.65,483.3,0,1,1
276,5410,1,0,1,0,57.0,1,0,0,2,2,0,2,0,0,2,1,2,59.75,3450.15,0,0,0
4076,4623,0,0,0,0,16.0,0,1,0,2,0,0,0,2,0,0,1,2,38.9,664.4,0,0,1
1500,3110,0,0,1,1,52.0,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,0,1,0
914,567,0,0,0,0,71.0,1,2,1,0,2,2,2,2,2,2,1,2,111.25,7984.15,0,1,0
570,4125,1,0,1,1,71.0,1,0,0,2,0,2,2,0,2,2,1,1,70.85,4973.4,0,1,0
3925,4482,1,0,0,0,71.0,1,2,1,0,0,2,2,0,0,2,1,1,86.4,6172.0,0,1,0
1425,6205,0,0,1,0,60.0,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5985.75,0,1,0
5818,5748,1,0,1,1,48.0,1,2,1,2,2,2,2,2,2,2,0,1,111.8,5443.65,0,1,0
1727,6386,0,0,0,0,51.0,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5,0,0,0
5928,5692,0,0,0,0,6.0,1,0,1,0,0,2,2,0,2,0,1,2,89.25,487.05,0,1,1
2338,3504,0,0,1,1,57.0,1,2,0,2,2,0,2,0,0,0,0,0,65.2,3687.85,0,0,0
3152,6281,0,0,1,0,15.0,1,0,1,2,0,2,0,2,2,0,0,2,101.75,1669.4,0,1,1
2440,6654,0,0,0,1,14.0,1,0,0,0,0,2,0,2,0,0,1,1,59.8,824.85,0,0,1
1393,6406,0,0,1,1,12.0,1,0,0,0,0,2,0,2,0,0,1,1,58.35,740.55,0,0,1
2418,4986,1,0,1,1,7.0,0,1,0,2,0,2,2,0,2,2,0,1,49.65,305.55,0,0,1
1008,6292,0,0,0,0,37.0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,784.25,0,0,0
4333,759,0,0,1,0,15.0,1,2,0,0,0,0,0,0,0,0,1,2,51.1,711.15,0,0,1
5319,1740,0,0,1,0,70.0,0,1,0,2,2,2,2,2,2,2,0,0,64.55,4504.9,0,0,0
4051,300,0,0,0,0,44.0,1,2,0,0,0,0,0,0,0,0,1,3,50.15,2139.1,0,0,0
1586,1906,1,0,0,0,21.0,0,1,0,0,2,0,2,0,0,0,1,3,36.0,780.15,0,0,1
3381,6773,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0,0,1
4520,6521,0,0,0,0,15.0,1,0,1,0,2,0,0,2,0,0,1,0,83.2,1130.0,0,1,1
3700,4308,0,0,1,1,32.0,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,0,1,0
5886,2253,0,0,0,0,34.0,1,0,0,2,0,2,2,2,2,1,1,0,79.95,2727.3,0,1,0
2925,6639,0,0,1,0,72.0,1,0,0,2,2,2,2,2,2,2,0,3,85.1,6155.4,0,1,0
2179,809,0,0,0,0,19.0,1,0,2,1,1,1,1,1,1,1,0,1,20.25,383.65,0,0,1
4716,4142,1,0,0,0,32.0,1,0,2,1,1,1,1,1,1,1,0,3,19.8,607.7,0,0,0
2113,574,0,0,0,0,46.0,1,0,0,0,0,0,0,0,0,0,0,0,44.95,2168.9,0,0,0
4702,79,1,0,1,0,72.0,1,0,1,0,0,2,0,2,2,0,1,2,94.65,6747.35,0,1,0
6199,1980,0,0,1,1,68.0,1,2,1,0,2,0,2,0,0,1,1,0,83.65,5733.4,0,1,0
5107,6396,0,0,1,0,72.0,1,2,1,2,0,2,2,2,2,2,1,1,110.15,7881.2,0,1,0
5137,2700,1,0,1,1,71.0,1,2,0,2,0,0,0,2,0,1,1,2,66.2,4692.55,0,0,0
4948,3499,0,0,1,0,71.0,1,0,0,2,2,2,2,2,2,2,1,1,84.4,5969.3,0,1,0
59,3256,0,1,1,1,60.0,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,0,1,0
2930,2035,0,0,1,1,50.0,1,0,1,0,0,2,2,2,2,1,0,3,103.05,5153.5,0,1,0
2879,5916,0,0,1,0,64.0,1,0,2,1,1,1,1,1,1,2,0,1,19.45,1225.65,0,0,0
4619,3314,1,0,1,1,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.25,144.35,0,0,1
2665,3987,1,0,0,1,13.0,1,0,0,2,0,0,0,0,0,0,1,1,52.1,670.65,0,0,1
5597,3565,1,0,0,0,13.0,1,0,2,1,1,1,1,1,1,2,0,3,19.75,265.75,0,0,1
6862,1299,1,0,1,1,58.0,1,0,1,0,2,0,0,2,2,0,1,2,92.85,5305.05,0,1,0
1882,5580,1,0,0,0,72.0,1,2,0,2,2,2,2,2,2,2,0,1,88.55,6362.35,0,1,0
4434,2426,0,0,1,1,70.0,1,2,0,2,2,2,2,2,0,2,0,0,79.7,5743.3,0,1,0
464,1003,1,0,0,0,1.0,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,0,1,1
4253,689,0,0,1,0,56.0,1,2,1,0,2,2,2,0,0,0,0,2,90.55,5116.6,0,1,0
1335,450,1,0,1,0,22.0,1,0,0,2,0,0,2,0,0,1,1,1,56.25,1292.2,0,0,1
2489,4580,1,0,1,1,12.0,1,0,2,1,1,1,1,1,1,0,0,3,20.5,255.5,0,0,1
5915,583,1,0,0,0,6.0,1,0,0,0,0,2,0,2,0,0,0,3,60.9,414.1,0,0,1
836,6790,1,0,1,1,38.0,1,2,2,1,1,1,1,1,1,2,0,1,25.05,963.95,0,0,0
543,6284,0,0,1,0,69.0,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2,0,1,0
1944,5871,1,0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,1,3,21.05,21.05,0,0,1
3739,5066,0,1,0,0,72.0,1,2,1,0,2,2,2,2,2,2,1,0,108.1,7774.05,0,1,0
